Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Honda,Urban,Apr,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Apr,Male,Divorced,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,Collision,0
Ford,Urban,Aug,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,1
Pontiac,Urban,Jun,Male,Married,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Oct,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Nov,Male,Married,45,Policy Holder,Utility - All Perils,Utility,more than 69000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,Sep,Female,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Mar,Female,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Aug,Male,Single,34,Policy Holder,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,1
Toyota,Urban,Aug,Male,Married,64,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Chevrolet,Urban,Dec,Male,Married,38,Policy Holder,Sedan - Liability,Sport,40000 to 59000,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1996,Liability,0
Mercury,Urban,Apr,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
VW,Urban,Apr,Male,Married,63,Policy Holder,Sedan - Liability,Sport,60000 to 69000,1,more than 30,more than 30,more than 4,6 years,51 to 65,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Mar,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Mercury,Urban,Jul,Male,Married,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jun,Male,Single,45,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Sep,Male,Single,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,2 vehicles,1996,Liability,0
Pontiac,Urban,Sep,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Apr,Female,Married,54,Third Party,Sedan - Collision,Sedan,less than 20000,1,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,May,Male,Married,46,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Apr,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Aug,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,1 vehicle,1996,Liability,0
Mazda,Rural,Aug,Male,Single,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Chevrolet,Urban,Aug,Female,Single,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Aug,Male,Married,29,Third Party,Sport - Collision,Sport,more than 69000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,1 vehicle,1996,Collision,0
Honda,Urban,Jun,Male,Single,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,May,Male,Married,23,Policy Holder,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,none,5 years,26 to 30,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Sep,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Pontiac,Rural,Jul,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Accura,Urban,Dec,Male,Married,50,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,Apr,Female,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Oct,Male,Married,68,Policy Holder,Utility - All Perils,Utility,40000 to 59000,1,more than 30,more than 30,1,more than 7,over 65,No,No,1 vehicle,1996,All Perils,0
Pontiac,Rural,Oct,Male,Single,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Nov,Male,Married,56,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,3 to 4,1996,Collision,0
Toyota,Urban,Dec,Male,Single,71,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,over 65,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Aug,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,1
Toyota,Urban,Oct,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Oct,Male,Married,46,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,2 vehicles,1996,Liability,0
Pontiac,Urban,Apr,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Aug,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,1
VW,Urban,Jul,Male,Married,55,Policy Holder,Sedan - Liability,Sport,60000 to 69000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Aug,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Aug,Male,Married,52,Third Party,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Sep,Male,Divorced,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,8 to 15,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Oct,Female,Married,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Sep,Male,Married,52,Third Party,Sedan - All Perils,Sedan,more than 69000,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Chevrolet,Urban,Oct,Male,Married,65,Policy Holder,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Sep,Male,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,2,15 to 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Jun,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Nov,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Mar,Male,Married,30,Third Party,Sport - Collision,Sport,more than 69000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Mar,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Feb,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Saab,Urban,Aug,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,1
Honda,Rural,Jul,Male,Single,32,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Jul,Male,Married,60,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Feb,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Nov,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Dec,Male,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,2 vehicles,1996,Liability,0
Honda,Rural,Aug,Male,Single,24,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,8 to 15,15 to 30,1,5 years,26 to 30,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Aug,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jul,Male,Single,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Jul,Male,Married,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Rural,Sep,Male,Married,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Ford,Urban,Jun,Female,Single,47,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Jan,Male,Married,51,Policy Holder,Sedan - Liability,Sport,40000 to 59000,4,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Aug,Female,Married,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Aug,Male,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,1
Pontiac,Urban,Jun,Male,Single,30,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Rural,Jun,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Apr,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Accura,Urban,Mar,Male,Married,40,Policy Holder,Utility - All Perils,Utility,more than 69000,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Aug,Male,Married,53,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Mar,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,3 to 4,1996,Collision,0
Pontiac,Urban,Mar,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Feb,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,3,more than 30,more than 30,1,new,16 to 17,No,No,1 vehicle,1996,All Perils,0
Ford,Urban,Feb,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Ford,Urban,Nov,Male,Married,65,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Jul,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,2 vehicles,1996,Liability,0
Ford,Urban,Jul,Male,Married,55,Policy Holder,Sedan - Liability,Sport,40000 to 59000,4,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Jul,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Nov,Male,Married,32,Policy Holder,Sedan - Liability,Sport,less than 20000,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Saab,Urban,Oct,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Aug,Male,Married,30,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,May,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,May,Male,Single,31,Policy Holder,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
VW,Urban,Jun,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,May,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Accura,Urban,Feb,Male,Married,61,Policy Holder,Utility - All Perils,Utility,more than 69000,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Sep,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Aug,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,none,new,16 to 17,No,Yes,1 vehicle,1996,All Perils,0
Pontiac,Urban,Aug,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Rural,Feb,Male,Single,33,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Aug,Male,Single,33,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Jan,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Feb,Female,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Feb,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,less than 20000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Feb,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Toyota,Rural,Feb,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Accura,Urban,Aug,Male,Married,40,Third Party,Sedan - All Perils,Sedan,40000 to 59000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,2 vehicles,1996,All Perils,0
Chevrolet,Urban,Feb,Male,Married,52,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Mar,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Accura,Urban,Aug,Male,Married,32,Policy Holder,Utility - All Perils,Utility,more than 69000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,1
Pontiac,Urban,Apr,Male,Married,28,Third Party,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Chevrolet,Urban,Apr,Male,Married,52,Policy Holder,Utility - Collision,Utility,more than 69000,3,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Apr,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Apr,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,3 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Pontiac,Rural,Aug,Female,Married,42,Policy Holder,Sedan - All Perils,Sedan,less than 20000,3,more than 30,more than 30,none,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,1
Ford,Urban,Apr,Male,Married,47,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Apr,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Apr,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,2,more than 30,more than 30,1,new,16 to 17,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,May,Male,Married,53,Third Party,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Aug,Male,Single,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,1
Ford,Urban,May,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Jun,Male,Married,27,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,none,15 to 30,2 to 4,5 years,31 to 35,No,No,3 to 4,1996,Liability,0
Honda,Rural,May,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,none,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Jun,Male,Married,31,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
