Month,MonthClaimed,Sex,Fault,PolicyType,PolicyNumber,Deductible,AddressChange_Claim,BasePolicy,FraudFound_P
Jul,Jul,Male,Policy Holder,Sedan - Collision,15022,400,no change,Collision,0
Sep,Sep,Female,Policy Holder,Sedan - Liability,15023,400,no change,Liability,0
Sep,Sep,Male,Third Party,Sedan - Collision,15024,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,15025,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Collision,15026,400,no change,Collision,0
May,May,Male,Third Party,Sedan - Collision,15027,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,15028,400,no change,Liability,0
Sep,Sep,Female,Third Party,Sedan - Collision,15029,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15030,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,15031,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,15032,400,no change,Collision,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,15033,400,no change,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Collision,15034,400,no change,Collision,0
Dec,Dec,Female,Third Party,Sedan - Liability,15035,400,no change,Liability,0
Nov,Nov,Female,Third Party,Sedan - Liability,15036,700,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15037,400,4 to 8 years,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,15038,400,no change,Collision,0
May,May,Male,Policy Holder,Sedan - Liability,15039,400,no change,Liability,0
May,Jul,Female,Policy Holder,Sedan - All Perils,15040,400,no change,All Perils,0
Dec,Dec,Female,Third Party,Sedan - Liability,15041,400,no change,Liability,0
Dec,Dec,Male,Third Party,Sedan - Collision,15042,400,no change,Collision,0
Mar,Apr,Female,Policy Holder,Sedan - Collision,15043,400,no change,Collision,0
Jul,Jul,Female,Third Party,Sedan - Collision,15044,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15045,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - All Perils,15046,500,2 to 3 years,All Perils,1
Oct,Oct,Female,Policy Holder,Sedan - Liability,15047,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,15048,400,no change,Liability,0
Apr,May,Male,Policy Holder,Sedan - All Perils,15049,400,no change,All Perils,0
May,May,Female,Third Party,Sedan - Liability,15050,400,no change,Liability,0
May,Jun,Female,Third Party,Sedan - All Perils,15051,400,no change,All Perils,0
May,Jun,Male,Policy Holder,Sedan - All Perils,15052,400,no change,All Perils,0
May,Nov,Male,Policy Holder,Sedan - All Perils,15053,400,no change,All Perils,0
Jun,Jun,Female,Third Party,Sedan - Collision,15054,400,no change,Collision,0
Jul,Aug,Female,Third Party,Sedan - Liability,15055,400,no change,Liability,0
Oct,Oct,Male,Third Party,Sedan - All Perils,15056,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - Collision,15057,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15058,400,4 to 8 years,All Perils,0
Oct,Nov,Male,Third Party,Sedan - Collision,15059,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - All Perils,15060,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,15061,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15062,400,no change,All Perils,1
Nov,Nov,Male,Policy Holder,Sedan - Liability,15063,400,no change,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,15064,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,15065,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sport - Collision,15066,400,no change,Collision,1
Sep,Sep,Male,Policy Holder,Sedan - Liability,15067,700,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15068,400,no change,Liability,0
Sep,Oct,Male,Third Party,Sedan - Liability,15069,400,no change,Liability,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,15070,400,no change,Collision,0
Aug,Oct,Male,Policy Holder,Sedan - All Perils,15071,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,15072,400,no change,Collision,0
Dec,Dec,Male,Third Party,Sedan - Collision,15073,400,no change,Collision,0
Jul,Jul,Female,Policy Holder,Sedan - Liability,15074,400,no change,Liability,0
Mar,Apr,Male,Third Party,Sedan - All Perils,15075,400,no change,All Perils,0
Jul,Aug,Male,Policy Holder,Sedan - Liability,15076,400,no change,Liability,0
Sep,Oct,Male,Policy Holder,Sedan - Liability,15077,400,no change,Liability,0
Sep,Oct,Male,Third Party,Sedan - Collision,15078,400,no change,Collision,0
Sep,Sep,Male,Third Party,Sedan - All Perils,15079,400,4 to 8 years,All Perils,0
Oct,Oct,Male,Third Party,Sedan - Collision,15080,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,15081,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15082,400,no change,Liability,0
Oct,Oct,Male,Third Party,Sedan - Liability,15083,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15084,400,no change,Collision,0
Sep,Oct,Male,Third Party,Sedan - Liability,15085,400,no change,Liability,0
Sep,Oct,Male,Policy Holder,Sedan - Liability,15086,400,no change,Liability,0
Aug,Sep,Female,Third Party,Sport - Collision,15087,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15088,400,no change,Collision,1
May,May,Female,Policy Holder,Sedan - Liability,15089,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,15090,400,no change,Collision,0
Aug,Sep,Male,Policy Holder,Sedan - All Perils,15091,400,no change,All Perils,0
Jul,Jul,Male,Third Party,Sedan - Collision,15092,400,no change,Collision,0
Mar,Apr,Male,Policy Holder,Sedan - Liability,15093,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15094,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - Collision,15095,400,no change,Collision,0
May,May,Female,Policy Holder,Sedan - Liability,15096,400,no change,Liability,0
Nov,Nov,Male,Third Party,Sedan - Liability,15097,500,2 to 3 years,Liability,0
Jul,Jul,Male,Third Party,Sedan - All Perils,15098,700,no change,All Perils,0
Jun,Jun,Female,Policy Holder,Sedan - All Perils,15099,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - All Perils,15100,400,4 to 8 years,All Perils,0
Jan,Jan,Male,Third Party,Sedan - Liability,15101,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,15102,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,15103,400,no change,Collision,0
Nov,Nov,Male,Third Party,Sedan - All Perils,15104,400,no change,All Perils,0
Oct,Nov,Male,Policy Holder,Sedan - Liability,15105,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - All Perils,15106,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15107,400,1 year,Collision,1
Sep,Sep,Male,Policy Holder,Sedan - Liability,15108,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15109,400,no change,Collision,0
Jun,Jun,Female,Policy Holder,Sedan - Collision,15110,400,no change,Collision,0
Dec,Jan,Male,Policy Holder,Sedan - Collision,15111,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15112,400,no change,All Perils,1
Mar,Mar,Male,Third Party,Sedan - Liability,15113,400,no change,Liability,0
Jul,Aug,Female,Policy Holder,Sedan - Liability,15114,400,no change,Liability,0
Sep,Sep,Female,Policy Holder,Sedan - Liability,15115,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15116,400,no change,Collision,1
Oct,Oct,Male,Policy Holder,Sedan - Collision,15117,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Sedan - Collision,15118,400,no change,Collision,0
Sep,Sep,Female,Policy Holder,Sedan - Collision,15119,400,no change,Collision,0
Jun,Jun,Female,Policy Holder,Sedan - Collision,15120,400,no change,Collision,0
Oct,Oct,Male,Policy Holder,Utility - All Perils,15121,400,4 to 8 years,All Perils,1
Nov,Nov,Male,Policy Holder,Sedan - Collision,15122,400,no change,Collision,0
Aug,Aug,Male,Policy Holder,Sedan - Liability,15123,400,no change,Liability,0
Aug,Aug,Male,Third Party,Sedan - All Perils,15124,400,no change,All Perils,0
Jul,Jul,Female,Policy Holder,Sedan - Liability,15125,400,no change,Liability,0
Feb,Feb,Female,Policy Holder,Sedan - Collision,15126,400,no change,Collision,0
Jan,Feb,Male,Policy Holder,Sedan - All Perils,15127,400,no change,All Perils,0
Jan,Feb,Male,Policy Holder,Sedan - Collision,15128,400,no change,Collision,0
Jan,Feb,Male,Third Party,Sedan - Liability,15129,700,no change,Liability,0
Apr,Apr,Male,Policy Holder,Sedan - Collision,15130,400,no change,Collision,0
Oct,Nov,Male,Policy Holder,Sedan - Collision,15131,400,no change,Collision,1
Oct,Oct,Male,Third Party,Sedan - Collision,15132,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - Collision,15133,400,no change,Collision,0
Jun,Jun,Female,Third Party,Sedan - Liability,15134,400,no change,Liability,0
Jun,Jun,Male,Third Party,Sedan - Collision,15135,400,no change,Collision,0
May,Jun,Male,Policy Holder,Sedan - Collision,15136,400,no change,Collision,0
Oct,Oct,Male,Third Party,Sedan - All Perils,15137,400,no change,All Perils,0
Jan,Jan,Male,Third Party,Sedan - Collision,15138,400,no change,Collision,0
May,Jun,Male,Policy Holder,Sedan - Collision,15139,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,15140,400,no change,Liability,0
Aug,Aug,Male,Third Party,Sedan - Collision,15141,400,no change,Collision,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,15142,400,4 to 8 years,Liability,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,15143,400,no change,Liability,0
Oct,Oct,Female,Policy Holder,Sedan - Collision,15144,400,no change,Collision,1
Dec,Dec,Male,Policy Holder,Sedan - Liability,15145,400,no change,Liability,0
Dec,Dec,Female,Policy Holder,Sedan - Liability,15146,400,no change,Liability,0
Feb,Feb,Male,Third Party,Sedan - Collision,15147,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,15148,500,2 to 3 years,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15149,400,no change,Collision,0
Aug,Sep,Female,Policy Holder,Sedan - Liability,15150,400,no change,Liability,0
Aug,Oct,Male,Policy Holder,Sedan - Collision,15151,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,15152,400,no change,Liability,0
May,May,Male,Policy Holder,Sedan - Liability,15153,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,15154,400,no change,Collision,0
Sep,Jan,Male,Policy Holder,Sedan - All Perils,15155,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15156,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15157,400,no change,Liability,0
Oct,Dec,Male,Third Party,Sedan - All Perils,15158,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Liability,15159,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Utility - All Perils,15160,700,no change,All Perils,0
Dec,Dec,Male,Third Party,Sedan - Collision,15161,400,no change,Collision,0
Nov,Nov,Male,Policy Holder,Sedan - All Perils,15162,400,no change,All Perils,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15163,400,4 to 8 years,Collision,0
Mar,Apr,Female,Third Party,Sedan - Collision,15164,400,no change,Collision,0
Oct,Oct,Male,Third Party,Utility - All Perils,15165,400,no change,All Perils,0
Dec,Dec,Male,Policy Holder,Utility - Liability,15166,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,15167,400,no change,Collision,0
Aug,Aug,Male,Third Party,Sedan - Liability,15168,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15169,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15170,400,no change,All Perils,0
Sep,Oct,Female,Policy Holder,Sedan - Liability,15171,400,no change,Liability,0
Jun,Jun,Male,Third Party,Sedan - Collision,15172,400,no change,Collision,0
Sep,Sep,Male,Third Party,Sedan - All Perils,15173,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Liability,15174,400,no change,Liability,0
Oct,Nov,Male,Policy Holder,Sedan - Liability,15175,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15176,400,no change,Liability,0
May,May,Female,Third Party,Sedan - All Perils,15177,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Liability,15178,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15179,400,no change,Collision,0
Jul,Oct,Male,Policy Holder,Sedan - Collision,15180,400,no change,Collision,0
Mar,Mar,Female,Third Party,Sedan - Collision,15181,400,no change,Collision,0
Oct,Oct,Female,Policy Holder,Sedan - Collision,15182,400,no change,Collision,1
Oct,Oct,Male,Policy Holder,Sedan - Liability,15183,400,no change,Liability,0
Jun,Jun,Female,Policy Holder,Sedan - Liability,15184,400,4 to 8 years,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15185,400,no change,Liability,0
Jun,Jan,Male,Policy Holder,Sedan - All Perils,15186,400,no change,All Perils,0
Jul,Jul,Male,Policy Holder,Sedan - Collision,15187,400,no change,Collision,0
Aug,Sep,Male,Policy Holder,Sedan - Liability,15188,400,no change,Liability,0
Aug,Aug,Male,Policy Holder,Sedan - Collision,15189,400,no change,Collision,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15190,400,no change,Collision,0
Jul,Jul,Male,Policy Holder,Sedan - Liability,15191,400,no change,Liability,0
May,May,Male,Third Party,Sedan - All Perils,15192,400,no change,All Perils,0
Apr,Jan,Male,Policy Holder,Utility - All Perils,15193,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - All Perils,15194,400,no change,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,15195,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,15196,400,no change,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,15197,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15198,400,1 year,Liability,0
Dec,Dec,Male,Policy Holder,Sedan - Liability,15199,500,2 to 3 years,Liability,0
Oct,Oct,Male,Third Party,Sedan - All Perils,15200,400,no change,All Perils,0
Oct,Oct,Female,Third Party,Sedan - All Perils,15201,400,no change,All Perils,0
Sep,Sep,Male,Policy Holder,Sedan - Collision,15202,400,no change,Collision,0
Apr,Apr,Male,Third Party,Sedan - Collision,15203,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,15204,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Collision,15205,400,4 to 8 years,Collision,0
Oct,Nov,Male,Third Party,Sedan - Collision,15206,400,no change,Collision,0
Feb,Feb,Female,Policy Holder,Sedan - All Perils,15207,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,15208,400,no change,Liability,0
Jan,Feb,Male,Third Party,Sedan - All Perils,15209,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,15210,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,15211,400,no change,Liability,0
Jan,Feb,Male,Third Party,Sedan - Collision,15212,400,no change,Collision,0
Jan,Feb,Male,Third Party,Sedan - Collision,15213,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,15214,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Utility - All Perils,15215,400,no change,All Perils,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,15216,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - Liability,15217,400,no change,Liability,0
Jan,Jan,Male,Third Party,Sedan - Collision,15218,400,no change,Collision,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,15219,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Liability,15220,400,no change,Liability,0
Oct,Oct,Female,Third Party,Sedan - Collision,15221,400,no change,Collision,0
Dec,Jan,Male,Policy Holder,Sedan - Collision,15222,400,no change,Collision,0
Dec,Jan,Male,Policy Holder,Sedan - Collision,15223,400,no change,Collision,0
Dec,Jan,Male,Third Party,Sedan - All Perils,15224,400,no change,All Perils,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15225,400,no change,Liability,0
Oct,Oct,Male,Policy Holder,Sedan - Liability,15226,400,4 to 8 years,Liability,0
Jul,Jul,Male,Policy Holder,Sedan - All Perils,15227,400,no change,All Perils,0
Oct,Oct,Male,Third Party,Sedan - Collision,15228,400,no change,Collision,0
Mar,Apr,Female,Third Party,Sedan - Collision,15229,400,no change,Collision,0
Mar,Mar,Female,Third Party,Sedan - Liability,15230,400,no change,Liability,0
Oct,Oct,Male,Third Party,Sedan - Collision,15231,400,no change,Collision,0
Dec,Jan,Male,Third Party,Sedan - Collision,15232,400,no change,Collision,0
Dec,Jan,Female,Policy Holder,Sedan - Liability,15233,400,no change,Liability,0
Mar,Mar,Male,Policy Holder,Sedan - All Perils,15234,400,no change,All Perils,0
Mar,Mar,Male,Policy Holder,Sedan - Liability,15235,400,no change,Liability,0
Feb,Feb,Male,Policy Holder,Sedan - Collision,15236,400,no change,Collision,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,15237,400,no change,Liability,0
Jan,Jan,Male,Policy Holder,Sedan - Collision,15238,400,no change,Collision,0
Jan,Jan,Male,Third Party,Sedan - Collision,15239,400,no change,Collision,0
Oct,Oct,Female,Third Party,Sedan - All Perils,15240,400,no change,All Perils,0
Apr,May,Male,Policy Holder,Sedan - Liability,15241,400,no change,Liability,0
Jun,Jun,Male,Third Party,Sedan - Collision,15242,400,no change,Collision,0
May,Jun,Male,Policy Holder,Sedan - All Perils,15243,400,no change,All Perils,0
May,May,Male,Policy Holder,Sedan - Liability,15244,400,no change,Liability,0
Jun,Jun,Male,Policy Holder,Sedan - Collision,15245,400,no change,Collision,0
Apr,Apr,Male,Policy Holder,Sedan - All Perils,15246,400,no change,All Perils,0
Jun,Jun,Male,Third Party,Sedan - All Perils,15247,400,4 to 8 years,All Perils,0
Jun,Jun,Male,Third Party,Sedan - Collision,15248,400,no change,Collision,0
Jun,Jun,Female,Policy Holder,Sedan - Liability,15249,400,no change,Liability,0
Jul,Aug,Male,Third Party,Sedan - All Perils,15250,500,2 to 3 years,All Perils,0
Nov,Nov,Male,Policy Holder,Sedan - Liability,15251,400,no change,Liability,0
Jun,Jul,Male,Third Party,Sedan - All Perils,15252,400,no change,All Perils,0
Nov,Dec,Male,Policy Holder,Sedan - Collision,15253,400,no change,Collision,0
Feb,Feb,Male,Third Party,Sedan - All Perils,15254,400,no change,All Perils,0
Feb,Feb,Male,Policy Holder,Sedan - Liability,15255,400,no change,Liability,0
